AUT;BEL;BGR;BIH;CHE;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ISL;ITA;LTU;LUX;LVA;MKD;MNE;NLD;NOR;POL;PRT;ROU;SRB;SVK;SVN;SWE;UKR
7770,0;8092,0;4983,0;1692,0000000000002;6840,000000000001;353,0;6481,0;46042,26804123711;3614,1;22250,0;861,9999999999999;9534,0;66179,915;31614,863636363636;7050,0;2119,0;3976,0;2623,0;2065,0;27811,0;1125,0;468,0;719,0;1102,0;498,00000000000006;11768,0;16041,0;13183,000000000002;4382,0;5490,0;5647,0;2932,0;1368,0;15856,0;834,0
7820,0;8346,0;5020,0;1727,0;6613,0;372,0;6609,0;49177,31958762887;3780,8999999999996;23547,0;881,0;9625,0;66900,586;35078,27272727273;7265,000000000001;2196,0;4130,0;2901,0;2074,0;29897,000000000004;1153,0;487,0;742,0;1141,0;511,00000000000006;12241,0;16263,0;13769,0;4766,0;5461,0;5779,0;2998,0;1402,0;16179,0;856,0
7694,0;8533,0;5000,0;1726,0000000000002;7138,0;372,0;6694,0;50292,783505154635;3853,1;24133,0;892,0;9655,0;68546,691;37840,86363636364;6963,0;2174,0;4190,0;3146,0;2088,0;30188,0;1163,0;501,99999999999994;741,0;1160,0;519,0;12375,0;16628,0;14207,0;5094,0;5442,0;5688,0;2931,0;1392,0;16435,0;842,0
7565,000000000001;8483,0;4891,0;1779,0;7072,0;360,0;6754,000000000001;49550,51546391752;3884,7000000000003;24713,0;898,0;9775,0;65090,193;39695,818181818184;6316,0;2062,0;4125,0;3234,0000000000005;2096,0;28348,0;1165,0;494,00000000000006;750,0;1141,0;507,0;12433,0;16827,0;14607,0;5146,0;5442,0;5715,0;2982,0;1382,0;16582,0;864,0
7469,0;8365,0;4760,0;1757,0;7081,0;351,0;6864,0;48550,51546391752;3904,2000000000003;24672,0;931,0;10150,0;62228,422;40078,318181818184;6378,0;1982,0;4137,0;3146,0;2098,0;26710,000000000004;1178,0;488,99999999999994;772,0;1141,0;500,0;12492,0;16895,0;14654,0;4802,0;5442,0;5641,0;2976,0;1350,0;16816,0;869,9999999999999
7581,0;8424,0;4838,0;1738,0;7077,0;371,0;6933,0;48623,71134020619;4019,6;23528,0;996,0000000000001;10481,0;61263,303;40046,63636363636;6481,0;1967,0000000000002;4185,0;3122,0;2104,0;26158,0;1263,0;488,99999999999994;836,0;1154,0;500,0;12467,0;17204,0;14821,0;4660,0;5490,0;5640,0;2960,0;1353,0;17281,0;951,0
8156,999999999999;8595,0;5072,0;1830,0;7323,999999999999;408,0;7084,999999999999;51205,154639175256;4271,8;23118,0;999,0;10501,0;62443,475;40797,27272727273;6684,0;2120,0;4483,0;3264,0;2094,0;26958,999999999996;1326,0;501,0;865,0;1233,0;529,0;12907,0;17483,0;16083,000000000002;4622,0;5744,0;6088,0;3069,0;1399,0;17587,0;1001,0
8458,0;9265,0;5573,0;1941,0;7618,000000000001;484,0;7205,0;55873,195876288664;4528,0;23606,0;992,0;10540,0;68889,568;43754,27272727273;7152,0;2333,0;4569,0;3497,0;2147,0;31081,0;1323,0;544,0;863,0000000000001;1308,0;558,0;14056,0;17222,0;16531,0;4754,0;6423,999999999999;6412,0;3156,0;1479,0;17613,0;973,0
8391,0;9505,0;5816,0;1907,9999999999998;7802,0;508,0;7164,0;56612,37113402062;4471,7;26447,000000000004;976,0;10530,0;71766,386;45062,818181818184;7233,0;2363,0;4533,0;3464,0;2156,0;32295,0;1305,0;558,0;856,0;1301,0;561,0;14127,000000000002;17014,0;16461,0;5760,0;6654,000000000001;6332,0;3142,0;1496,0;17368,0;950,0
8078,0;9457,0;5764,0;1903,0;7706,999999999999;512,0;7008,0;55575,257731958765;4253,7;28020,0;956,0;10373,0;72184,089;43508,0;7194,0;2380,0;4508,0;3353,0;2138,0;32872,0;1274,0;555,0;843,0;1287,0;564,0;13959,0;16827,0;16459,0;6110,0;6645,0;6369,0;3131,0;1498,0;17012,0;932,0
7634,999999999999;9229,0;5667,0;1855,0;7445,999999999999;505,0;6931,999999999999;53380,41237113402;4046,8;29014,0;931,0;10085,0;70439,599;41423,545454545456;6973,0;2363,0;4414,0;3203,0;2090,0;32201,0;1221,0;533,0;817,0;1255,0;563,0;13597,999999999998;16536,0;16183,000000000002;6272,0;6539,0;6329,0;3108,0;1507,0;16523,0;859,0
7219,0;9085,0;5486,0;1782,0;7359,0;497,0;6587,0;52139,175257731964;3871,8;29570,999999999996;885,0;10301,0;68044,209;39184,72727272727;6538,0;2417,0;4286,0;3070,0;2129,0;30981,0;1150,0;507,0;763,0;1278,0;545,0;13055,000000000002;16275,0;15515,0;6278,0;6320,0;6239,0;3021,0;1432,0;15965,0;791,0
7234,0;9544,0;5442,0;1707,9999999999998;7450,0;472,0;6370,0;51942,26804123712;3637,8;29031,0;840,0;10112,0;71485,035;36209,090909090904;6256,0;2317,0;4109,0;2901,0;2114,0;28713,0;1070,0;520,0;710,0;1409,0;526,0;12404,0;15769,999999999998;14840,0;6156,0;6031,0;6202,0;2919,0;1318,0;15344,0;737,0
6778,0;9688,0;5196,0;1572,0;7234,999999999999;436,00000000000006;6078,0;49092,783505154635;3572,9999999999995;26798,0;785,0;9643,0;70442,412;33604,454545454544;5736,0;2067,0;3903,0;2891,0;2097,0;25718,0;999,0;501,0;653,0;1411,0;511,00000000000006;11642,0;15194,0;13759,0;5884,0;5688,0;6065,0;2791,0;1234,0;14707,0;697,0
6459,0;9147,0;4811,0;1396,0;7065,000000000001;385,0;5920,0;46297,9381443299;3365,4000000000005;24298,0;746,0;9256,0;66435,081;30406,545454545456;5235,0;1855,9999999999998;3654,9999999999995;2708,0;2076,0;23878,0;944,0;474,0;618,0;1324,0;479,0;11000,0;14735,0;12944,999999999998;5331,0;5338,0;5945,0;2715,0;1166,0;14218,0;654,0
6210,0;8660,0;4544,0;1314,0;7044,0;342,0;5963,0;44330,927835051545;3210,4999999999995;21881,0;717,0;8993,0;65837,077;29514,954545454544;5163,0;1835,0000000000002;3529,9999999999995;2452,0;2057,0;21880,0;909,0;450,0;589,0;1212,0;440,00000000000006;10515,0;14290,0;12457,0;4855,0;5157,0;5614,0;2618,0;1117,0;13963,0;640,0
6101,0;8212,0;4356,0;1259,0;7184,999999999999;319,0;5890,0;43297,9381443299;3171,1;20495,0;708,0;8928,0;63814,561;28720,136363636364;4967,0;1811,0;3351,0;2266,0;2046,0;20745,0;896,0000000000001;434,99999999999994;577,0;1121,0;409,99999999999994;10219,0;14119,999999999998;12226,0;4488,0;5098,0;5287,0;2576,0;1091,0;13834,0;668,0
6018,0;7958,0;4317,0;1233,0;7104,000000000001;307,0;5742,0;43088,65979381443;3177,1;19730,0;711,0;9030,0;61691,004;27568,954545454544;4822,0;1777,0;3251,0;2167,0;2041,0;20346,0;900,0;432,0;577,0;1066,0;391,0;10119,0;13966,0;12209,0;4262,0;5070,0;5042,0;2575,0;1099,0;13819,0;639,0
6218,0;7908,0;4315,0;1240,0;6972,0;309,0;5759,0;44057,73195876289;3204,8;19500,0;736,0;9324,0;61440,179000000004;26433,863636363636;4779,0;1787,0;3284,0000000000005;2118,0;2020,0;20541,0;935,0;434,99999999999994;598,0;1043,0;379,0;10176,0;14022,999999999998;12385,0;4156,0;5061,0;4912,0;2629,0;1119,0;13899,0;704,0
6915,000000000001;8145,0;4350,0;1272,0;6786,0;321,0;5977,0;45675,25773195876;3305,5;20113,0;792,0;9939,0;63638,812;25663,5;4983,0;1857,0;3446,0;2138,0;2049,0;21919,0;1045,0;455,0;647,0;1049,0;379,0;10510,0;14465,0;13019,0;4113,0;5123,0;4827,0;2732,0;1180,0;14451,0;724,0
7604,000000000001;8607,0;4444,0;1372,0;6780,0;334,0;6395,0;48176,28865979381;3662,5;22153,0;865,0;10327,0;66506,647;26389,136363636364;5318,0;1955,0;3740,9999999999995;2260,0;2064,0;25383,0;1166,0;492,0;709,0;1094,0;392,0;11332,0;15194,999999999998;14560,0;4215,0;5202,0;4996,0;2916,0;1295,0;15429,0;784,0
8360,0;8834,0;4682,0;1485,0;6692,0;378,0;6706,999999999999;52085,56701030927;4019,1000000000004;24970,0;944,9999999999999;10666,0;69181,568;29565,136363636364;5773,0;2027,0;3986,9999999999995;2475,0;2025,0;28891,000000000004;1255,0;550,0;779,0;1103,0;412,0;12454,0;16244,0;15758,000000000002;4482,0;5379,0;5174,0;3021,0;1386,0;16477,0;885,0
8795,0;9346,0;5118,0;1654,0;6817,0;419,00000000000006;7029,000000000001;55923,71134020618;4325,8;27964,0;976,0;10816,0;70385,434;33327,31818181818;6422,0;2213,0;4232,0;2692,0;1998,0;32304,000000000004;1312,0;590,0;817,0;1175,0;454,0;13594,0;17084,0;16551,0;4616,0;5478,0;5475,0;3181,0;1485,0;17134,0;955,0000000000001
9053,0;9805,0;5513,0;1757,9999999999998;7098,0;440,00000000000006;7426,000000000001;59093,81443298969;4508,5;30714,0;1010,0;10758,0;72218,139;36659,181818181816;6895,0;2326,0;4495,0;2937,0;2158,0;35439,0;1375,0;612,0;869,0;1239,0;488,99999999999994;14469,0;17377,0;17515,0;5284,0;5724,0;5793,0;3311,0;1560,0;17453,0;969,0
9131,0;10147,0;5653,0;1802,0;7205,0;448,00000000000006;7755,0;61242,26804123712;4612,0;32383,0;1032,0;10717,0;72886,478;39769,77272727273;7100,0;2334,0;4640,0;3191,0;2185,0;36465,0;1412,0;685,0;900,0;1288,0;503,0;14906,0;17722,0;18086,0;5896,0;5907,0;5970,0;3385,0;1570,0;17754,0;940,0
9060,0;10375,0;5704,0;1793,0;7120,0;459,0;7926,000000000001;62901,030927835054;4573,5;32358,0;1042,0;10708,0;73650,045;40854,36363636364;7216,0;2326,0;4743,0;3340,0;2206,0;36908,0;1428,0;712,0;902,9999999999999;1304,0;503,0;14953,0;17851,0;18494,0;6100,0;5933,0;5988,0;3417,0;1572,0;17929,0;948,0
8836,0;10371,0;5612,0;1762,0;7517,0;468,0;7972,0;63305,154639175256;4489,0;31822,000000000004;1049,0;10756,0;74465,084;41388,318181818184;7192,0;2304,0;4790,0;3386,9999999999995;2201,0;36084,0;1428,0;720,0;911,0;1294,0;492,0;14766,0;17973,0;18732,0;6260,0;5913,0;5929,0;3320,0000000000005;1554,0;17926,0;963,0000000000001
8840,0;10170,0;5461,0;1777,0;7445,999999999999;473,00000000000006;8048,999999999999;62268,0412371134;4468,6;31938,0;1060,0;10933,0;71264,669;41398,63636363636;6927,0;2246,0;4690,0;3372,0;2207,0;34311,0;1421,0;725,0;914,0;1278,0;482,0;14636,000000000002;17857,0;19224,0;6296,0;5820,0;5852,0;3365,0;1565,0;17905,0;969,9999999999999
8830,0;9799,0;5350,0;1771,0;7306,999999999999;470,0;8052,0;61083,50515463917;4434,1;31182,0;1082,0;11221,0;68603,492;41274,045454545456;7059,0;2189,0;4639,0;3300,0;2207,0;34121,0;1425,0;726,0;932,0;1252,0;480,99999999999994;14585,0;18009,0;19131,0;6091,0;5750,0;5732,0;3379,0;1555,0;18046,0;961,0
8996,0;9730,0;5328,0;1743,0;7277,0;478,0;8164,0;60588,659793814426;4452,7;30183,999999999996;1111,0;11402,0;66772,241;41886,045454545456;7036,0;2167,0;4656,0;3301,0;2207,0;34439,0;1482,0;702,0;974,0;1250,0;488,99999999999994;14556,0;18175,0;19160,0;6044,0;5790,0;5749,0;3361,9999999999995;1538,0;18551,0;1017,0
9576,0;9982,0;5520,0;1828,0;7505,0;500,0;8131,999999999999;62315,463917525776;4761,8;29877,0;1102,0;11334,0;67284,118;43436,681818181816;7362,0;2331,0;4953,0;3558,0;2210,0;36066,0;1505,0;717,0;983,0;1310,0;521,0;14871,0;18417,0;20104,0;5932,0;6047,0;6111,0;3481,0;1589,0;19046,0;1070,0
9766,0;10771,0;5995,0;1946,0;8061,0;588,0;8154,000000000001;65736,0824742268;5164,7;30408,999999999996;1080,0;11338,0;73003,489;48918,409090909096;7952,0;2573,0;5036,0;4014,0;2213,0;40528,0;1474,0;756,0;967,0;1366,0;553,0;16174,0;18335,0;20195,0;6057,0;6690,000000000001;6345,0;3531,0;1688,0;19140,0;1048,0
9378,0;10962,0;6217,0;1907,0;8156,999999999999;612,0;8009,999999999999;65758,76288659793;5066,6;32927,0;1055,0;11278,0;75333,604;52266,318181818184;7938,0;2575,0;4964,0;4003,0;2224,0;41075,0;1429,0;770,0;936,0;1354,0;555,0;15822,0;18173,0;19893,0;7008,0;6891,0;6334,0;3479,9999999999995;1685,0000000000002;18840,0;1022,0000000000001
8787,0;10584,0;6099,0;1882,0;7920,0;600,0;7856,0;63725,77319587629;4681,8;33680,0;1022,0000000000001;11085,0;73624,837;51168,181818181816;7819,0;2556,0;4907,0;3811,9999999999995;2205,0;40730,0;1379,0;751,0;911,9999999999999;1347,0;553,0;15358,000000000002;18061,0;19707,0;7298,0;6870,0;6341,0;3400,0;1693,0;18405,0;977,0
8214,0;10093,0;5905,0;1837,0;7545,0;574,0;7645,999999999999;59883,50515463917;4332,5;33955,0;977,9999999999999;10664,0;70139,372;48476,22727272727;7514,0;2467,0;4748,0;3579,9999999999995;2190,0;38419,0;1316,0;726,0;869,0;1320,0;543,0;14711,000000000002;17735,0;19156,0;7434,999999999999;6770,0;6240,0;3335,0;1612,0;17780,0;925,0
7639,0;9588,0;5662,0;1770,0;7372,0;547,0;7281,0;57591,75257731958;4090,5;33851,0;922,0000000000001;10753,0;67166,487;45100,36363636364;7039,0;2492,0;4582,0;3382,0;2175,0;35513,0;1214,0;677,0;803,9999999999999;1291,0;530,0;13866,0;17169,0;18114,0;7226,000000000001;6444,0;6120,0;3207,0;1517,0;17169,0;844,9999999999999
7602,0;9973,0;5575,0;1685,0000000000002;7379,000000000001;511,00000000000006;6917,0;56477,31958762887;3822,4000000000005;32324,0;866,0;10535,0;70419,875;41684,590909090904;6641,0;2367,0;4356,0;3141,0;2154,0;31727,0;1121,0;654,0;736,0;1407,0;509,0;13075,0;16701,0;16949,0;6955,0;6151,0;6092,0;3088,0;1428,0;16519,0;756,0
7059,999999999999;10038,0;5356,0;1560,0;7100,0;474,0;6581,0;53063,9175257732;3708,2999999999997;29866,000000000004;813,0000000000001;10077,0;69453,671;37980,954545454544;6099,0;2113,0;4140,0;3088,0;2129,0;28177,999999999996;1037,0;640,0;675,0;1429,0;495,0;12359,0;16163,999999999998;15785,0;6536,0;5736,0;5979,0;2967,0;1346,0;15925,0;705,0
6681,0;9484,0;4910,0;1389,0;6934,0;419,00000000000006;6106,0;49446,39175257732;3510,4999999999995;27243,0;768,0;9641,0;65103,89;34415,409090909096;5437,0;1836,0;3864,0;2835,0;2110,0;24817,0;976,0;613,0;627,0;1339,0;466,0;11558,0;15768,0;14699,0;5845,0;5431,0;5874,0;2842,0;1258,0;15331,0;664,0
6306,0;8899,0;4573,0;1283,0;6927,0;373,0;6002,0;47089,69072164949;3362,2;24723,0;728,0;9392,0;64075,135;33035,36363636363;5414,0;1657,9999999999998;3711,9999999999995;2581,0;2093,0;22598,0;940,0;595,0;600,0;1213,0;424,0;10995,0;15413,999999999998;14065,0;5265,0;5198,0;5493,0;2707,0;1175,0;14963,999999999998;641,0
6071,0;8454,0;4388,0;1208,0;6984,999999999999;342,0;6024,0;45614,43298969072;3275,1999999999994;22861,0;728,0;9296,0;61536,66500000001;32156,727272727276;5224,0;1653,0;3531,0;2398,0;2078,0;21360,0;924,0;558,0;588,0;1109,0;390,0;10593,0;15218,0;13715,0;4810,0;5122,0;5110,0;2633,0;1169,0;14824,0;635,0
5952,0;8123,0;4307,0;1183,0;6917,0;329,0;5965,0;45094,845360824744;3211,4000000000005;21963,0;726,0;9267,0;58853,44700000001;30555,272727272724;5051,0;1620,0;3422,9999999999995;2266,0;2072,0;20808,0;924,0;545,0;586,0;1053,0;372,0;10386,0;15166,0;13568,0;4526,0;4989,0;4844,0;2645,0;1121,0;14855,000000000002;632,0
6091,0;8117,0;4251,0;1173,0;6751,000000000001;324,0;5995,0;45389,69072164949;3162,8;21540,0;741,0;9349,0;57992,63999999999;29301,863636363636;4993,0;1627,0;3436,0;2187,0;2068,0;20790,0;938,0000000000001;556,0;606,0;1018,0;361,0;10329,0;15162,0;13708,000000000002;4396,0;5040,0;4710,0;2649,0;1150,0;14847,0;672,0
6481,999999999999;8163,0;4257,0;1223,0;6855,0;329,0;5976,0;45576,28865979381;3219,2;21642,0;786,0;9652,0;58982,843;28327,31818181818;5188,0;1694,0000000000002;3552,0000000000005;2163,0;2069,0;21729,0;1001,0;564,0;641,0;1017,0;363,0;10536,0;15241,999999999998;13858,000000000002;4292,0;5096,0;4715,0;2688,0;1197,0;15122,0;718,0
6940,000000000001;8438,0;4332,0;1331,0;6891,0;328,0;6198,0;45908,24742268042;3407,1999999999994;22434,0;827,0;9759,0;60613,26699999999;28633,0;5444,0;1737,0;3790,9999999999995;2247,0;2076,0;24060,0;1074,0;587,0;689,0;1037,0;377,0;10948,0;15556,0;14633,000000000002;4346,0;5219,0;4898,0;2789,0;1320,0;15638,999999999998;782,0
7631,999999999999;8596,0;4541,0;1468,0;6873,999999999999;359,0;6370,0;48561,85567010309;3643,1;23787,0;874,0;10036,0;62538,353;30892,363636363636;5904,0;1825,0;3970,0000000000005;2389,0;2089,0;26983,0;1134,0;579,0;748,0;1027,0;407,0;11667,0;15928,0;15269,0;4447,0;5403,0;5094,0;2845,0;1400,0;16212,0;876,0
8103,0;9194,0;4988,0;1654,0;6967,0;401,99999999999994;6558,0;52079,381443298975;3895,4;25305,0;911,9999999999999;10113,0;64219,414;33608,590909090904;6627,0;2007,9999999999998;4193,0;2531,0;2111,0;29600,0;1207,0;637,0;794,0;1107,0;454,0;12691,0;16507,0;15853,0;4434,0;5641,0;5445,0;2985,0;1539,0;16641,0;953,9999999999999
8365,0;9701,0;5295,0;1773,9999999999998;7213,0;429,0;7031,999999999999;55675,257731958765;4028,9;27745,0;960,0;10200,0;66574,939;37422,909090909096;7001,000000000001;2137,0;4427,0;2777,0;2134,0;32556,0;1287,0;659,0;841,0;1174,0;483,0;13688,999999999998;17296,0;16936,0;4909,0;5786,0;5732,0;3193,0;1604,0;17076,0;952,0
8573,0;10270,0;5388,0;1793,0;7323,999999999999;451,99999999999994;7390,000000000001;58290,721649484534;4150,0;30101,0;993,0;10312,0;67500,914;41869,72727272727;7239,0;2178,0;4550,0;3041,0;2153,0;33338,0;1329,0;682,0;869,9999999999999;1218,0;491,0;14351,0;17826,0;17629,0;5401,0;5896,0;5838,0;3254,9999999999995;1664,0;17556,0;948,0
8500,0;10651,0;5357,0;1785,0000000000002;7389,0;473,00000000000006;7493,000000000001;60320,618556701025;4142,0;30495,0;1011,9999999999999;10366,0;68324,937;44624,954545454544;7345,0;2179,0;4651,0;3197,0;2161,0;32827,0;1347,0;714,0;873,0;1222,0;487,0;14637,0;18018,0;18008,0;5632,0;5905,0;5797,0;3322,9999999999995;1655,9999999999998;17709,0;967,0
8222,0;10732,0;5269,0;1754,0;7516,0;499,0;7573,0;60593,81443298969;4094,8;29893,0;1024,0;10448,0;69736,536;45834,5;7272,0;2144,0;4697,0;3279,9999999999995;2173,0;32079,000000000004;1348,0;713,0;873,0;1211,0;476,0;14684,0;18066,0;18033,0;5735,0;5827,0;5769,0;3297,0;1639,0;17621,0;955,0000000000001
8113,0;10608,0;5106,0;1795,0;7700,0;511,00000000000006;7625,0;59637,113402061856;4032,3;29658,999999999996;1031,0;10522,0;66584,473;46223,590909090904;7011,0;2078,0;4587,0;3276,0;2173,0;30929,000000000004;1342,0;698,0;872,0000000000001;1187,0;467,0;14527,000000000002;17926,0;18297,0;5786,0;5770,0;5692,0;3272,0;1597,0;17539,0;946,0000000000001
8164,0;10346,0;5026,0;1772,0;7786,0;484,0;7601,000000000001;58745,360824742274;3986,6;29268,0;1060,0;10931,0;64099,644;45590,045454545456;7136,0;2019,0000000000002;4542,0;3210,0;2167,0;30022,000000000004;1347,0;694,0;877,9999999999999;1180,0;463,0;14444,0;17936,0;18041,0;5634,0;5845,0;5591,0;3191,0;1546,0;17661,0;997,0000000000001
8378,0;10304,0;5045,0;1766,0;7984,999999999999;487,0;7643,000000000001;58759,79381443299;4014,5000000000005;28375,0;1119,0;11320,0;62313,032;44830,0;7117,0;2017,0000000000002;4569,0;3200,0;2164,0;30358,999999999996;1421,0;682,0;942,0;1176,0;470,0;14416,999999999998;18097,0;18285,0;5568,0;5887,0;5685,0;3226,0;1526,0;18285,0;1055,0
8943,0;10504,0;5249,0;1869,0000000000002;8029,000000000001;522,0;7873,0;60625,77319587629;4359,2;27839,999999999996;1127,0;11405,0;62095,138;45141,590909090904;7434,0;2209,0;4895,0;3415,0;2178,0;32129,000000000004;1477,0;679,0;968,0;1259,0;507,0;14812,0;18552,0;19330,0;5473,0;6098,0;6141,0;3404,0;1596,0;19115,0;1110,0
9059,0;10955,0;5789,0;1979,0;8170,0;602,0;7828,0;63653,60824742268;4825,1;28102,0;1113,0;11505,0;66345,575;49162,27272727273;8091,0;2435,0;4969,0;3904,9999999999995;2200,0;36820,0;1453,0;730,0;961,0;1314,0;543,0;15526,0;18625,0;19392,0;5514,0;6798,0;6366,0;3431,0;1691,0;19306,0;1077,0
8695,0;11023,0;5972,0;1941,0;8134,999999999999;622,0;7752,0;63745,360824742274;4727,3;30973,0;1086,0;11415,0;68377,672;52549,27272727273;8109,0;2428,0;4889,0;3913,0000000000005;2209,0;37999,0;1417,0;732,0;926,0;1297,0;544,0;15225,0;18639,0;19253,0;6651,000000000001;6989,0;6391,0;3385,0;1685,0000000000002;19050,0;1065,0
8216,0;10579,0;5916,0;1896,0;7828,0;610,0;7550,0;61573,195876288664;4380,2;32130,0;1054,0;11080,0;66613,772;51466,090909090904;7914,0;2415,0;4854,0;3728,0;2189,0;38107,0;1364,0;701,0;903,9999999999999;1282,0;542,0;14760,0;18223,0;19008,0;7083,0;6903,0;6329,0;3354,9999999999995;1664,0;18565,0;1005,0000000000001
7742,0;10157,0;5650,0;1839,0;7370,999999999999;580,0;7344,0;57778,35051546392;4081,2;32763,0;1014,0;10643,0;63220,699;48744,954545454544;7504,000000000001;2354,0;4710,0;3522,9999999999995;2171,0;35982,0;1301,0;671,0;866,0;1246,0;536,0;14136,000000000002;17776,0;18471,0;7204,000000000001;6750,0;6261,0;3315,0;1627,0;18039,0;946,0000000000001
7347,0;9747,0;5433,0;1748,9999999999998;7138,0;555,0;6922,0;55372,16494845361;3864,2;32875,0;965,0;10820,0;60495,515999999996;45725,909090909096;6994,0;2364,0;4555,0;3308,0;2162,0;33336,0;1212,0;644,0;806,0;1221,0;520,0;13428,0;17415,0;17387,0;7076,000000000001;6367,0;6070,0;3198,0;1504,0;17532,0;875,0
7352,0;9980,0;5374,0;1632,9999999999998;7094,0;524,0;6734,0;54548,45360824743;3628,9;31532,0;911,9999999999999;10653,0;63797,407;42600,27272727273;6517,0;2235,0;4371,0;3084,0;2119,0;30267,0;1115,0;630,0;735,0;1325,0;495,0;12752,0;17149,0;16347,0;6772,0;5962,0;5915,0;3049,0;1398,0;16916,0;776,0
6905,0;10007,0;5112,0;1522,0;6951,000000000001;492,0;6409,999999999999;51589,69072164948;3407,0;29366,000000000004;857,0;10203,0;63197,776999999995;39544,045454545456;5947,0;2016,0;4152,0;3065,0;2114,0;27247,000000000004;1035,0;543,0;664,0;1352,0;482,0;12040,0;16871,0;15244,999999999998;6423,0;5660,0;5782,0;2907,0;1282,0;16316,999999999998;718,0
